keyword_id,keyword,category_cluster,target_url,page_status,role,monthly_search_volume_us,seo_difficulty,cpc_usd,search_intent,funnel_stage,decision_status,source_origin,rationale_and_notes
KW-0243,exterior building letters,General & Market Benchmarks,,Archived / Removed,Evaluated & Archived,170,34,,commercial_investigation,MOFU (Consideration),REMOVE,Ubersuggest 300 Register,Remove — lower-priority variant with no unique current or approved 90-day page target
KW-0244,exterior letters for buildings,General & Market Benchmarks,,Archived / Removed,Evaluated & Archived,170,34,,commercial_investigation,MOFU (Consideration),REMOVE,Ubersuggest 300 Register,Remove — lower-priority variant with no unique current or approved 90-day page target
KW-0245,neon party sign,Events & Occasions,/custom-signage/event-signs,Live Page,secondary,170,34,,commercial_investigation,MOFU (Consideration),KEEP,Ubersuggest 300 Register,Mapped to an approved 90-day landing-page cluster before content production
KW-0246,acrylic signs for weddings,Acrylic Signs & UV Print,,Archived / Removed,Evaluated & Archived,170,35,,commercial_investigation,MOFU (Consideration),REMOVE,Ubersuggest 300 Register,Remove — lower-priority variant with no unique current or approved 90-day page target
KW-0247,custom storefront signs,Industry - Retail & Storefronts,/,Live Page,secondary,170,42,,transactional_commercial,BOFU (Decision),KEEP,Ubersuggest 300 Register,Mapped to an existing page with matching product or commercial intent
KW-0248,front lit signage,B2B Commercial & Business Signs,/products/3d-metal-neon-signs,Live Page,secondary,140,11,,commercial_investigation,MOFU (Consideration),KEEP,Ubersuggest 300 Register,Mapped to an existing page with matching product or commercial intent
KW-0249,reverse channel letter signs,Backlit & Halo-Lit Signs,/business-signs/backlit-signs,Live Page,secondary,140,11,9.5,transactional_commercial,decision,KEEP,Backlit Cluster Implementation,Industry fabrication terminology for halo-illuminated channel letters.
KW-0250,led restaurant signs,Industry - Restaurants & Food,,Archived / Removed,Evaluated & Archived,140,17,,commercial_investigation,MOFU (Consideration),REMOVE,Ubersuggest 300 Register,Remove — normalized semantic reorder or singular/plural duplicate of a retained keyword
KW-0251,neon game room,Home Decor & Living,/custom-signage/gaming-neon-signs,Live Page,secondary,140,17,,commercial_investigation,MOFU (Consideration),KEEP,Ubersuggest 300 Register,Mapped to an approved 90-day landing-page cluster before content production
KW-0252,retail storefront signs,Industry - Retail & Storefronts,/,Live Page,secondary,140,19,,commercial_investigation,MOFU (Consideration),KEEP,Ubersuggest 300 Register,Mapped to an existing page with matching product or commercial intent
KW-0253,wedding neon sign ideas,Editorial & Blog,/blog/halloween-neon-sign-ideas,Blog / Editorial,alternative_topic,140,20,0.88,informational,awareness,KEEP,Halloween Blog Research,Existing related wedding coverage; refresh first.
KW-0254,custom lightbox signs,Lightbox & Edge-Lit Signs,/business-signs/lightbox-signs,Live Page,primary,140,21,6.92,transactional_commercial,decision,KEEP,Ubersuggest 300 Register,Mapped to an existing page with matching product or commercial intent
KW-0255,how much do outdoor business signs cost,Technical Guides & Buying Decisions,/guides/custom-business-sign-cost,Live Page,secondary,140,21,,transactional_commercial,BOFU (Decision),KEEP,Ubersuggest 300 Register,Mapped to an existing page with matching product or commercial intent
KW-0256,man cave led sign,Gaming & Entertainment,,Archived / Removed,Evaluated & Archived,140,23,,commercial_investigation,MOFU (Consideration),REMOVE,Ubersuggest 300 Register,Remove — lower-priority variant with no unique current or approved 90-day page target
KW-0257,restaurant led signs,Industry - Restaurants & Food,/business-signs/restaurant-signs,Approved 90-Day Plan,secondary,140,23,,commercial_investigation,MOFU (Consideration),KEEP,Ubersuggest 300 Register,Mapped to an approved 90-day landing-page cluster before content production
KW-0258,office logo signs,Industry - Corporate & Office,/business-signs/custom-logo-neon-signs,Live Page,secondary,140,24,,commercial_investigation,MOFU (Consideration),KEEP,Ubersuggest 300 Register,Mapped to an existing page with matching product or commercial intent
KW-0259,led signs for restaurants,Industry - Restaurants & Food,,Archived / Removed,Evaluated & Archived,140,26,,commercial_investigation,MOFU (Consideration),REMOVE,Ubersuggest 300 Register,Remove — lower-priority variant with no unique current or approved 90-day page target
KW-0260,neon window signs,General & Market Benchmarks,,Archived / Removed,Evaluated & Archived,140,26,,commercial_investigation,MOFU (Consideration),REMOVE,Ubersuggest 300 Register,Remove — lower-priority variant with no unique current or approved 90-day page target
KW-0261,outdoor salon signs,Industry - Salons & Spas,/business-signs/salon-signs,Approved 90-Day Plan,secondary,140,27,,commercial_investigation,MOFU (Consideration),KEEP,Ubersuggest 300 Register,Mapped to an approved 90-day landing-page cluster before content production
KW-0262,wedding neon signs ideas,Events & Occasions,/custom-signage/wedding-signs,Live Page,secondary,140,32,,informational,TOFU (Awareness),KEEP,Ubersuggest 300 Register,Mapped to an approved 90-day landing-page cluster before content production
KW-0263,custom illuminated signs,General & Market Benchmarks,/business-signs,Live Page,secondary,140,34,,transactional_commercial,BOFU (Decision),KEEP,Ubersuggest 300 Register,Mapped to an existing page with matching product or commercial intent
KW-0264,building signage letters,B2B Commercial & Business Signs,,Archived / Removed,Evaluated & Archived,140,35,,commercial_investigation,MOFU (Consideration),REMOVE,Ubersuggest 300 Register,Remove — lower-priority variant with no unique current or approved 90-day page target
KW-0265,business light box sign,Lightbox & Edge-Lit Signs,/business-signs/lightbox-signs,Live Page,secondary,140,35,,commercial_investigation,MOFU (Consideration),KEEP,Ubersuggest 300 Register,Mapped to an existing page with matching product or commercial intent
KW-0266,custom light box sign,Lightbox & Edge-Lit Signs,,Archived / Removed,Evaluated & Archived,140,36,,transactional_commercial,BOFU (Decision),REMOVE,Ubersuggest 300 Register,Remove — lower-priority variant with no unique current or approved 90-day page target
KW-0267,building letters signs,General & Market Benchmarks,,Archived / Removed,Evaluated & Archived,140,44,,commercial_investigation,MOFU (Consideration),REMOVE,Ubersuggest 300 Register,Remove — lower-priority variant with no unique current or approved 90-day page target
KW-0268,custom neon signs for business,Custom LED Neon Signs,,Archived / Removed,Evaluated & Archived,140,56,,transactional_commercial,BOFU (Decision),REMOVE,Ubersuggest 300 Register,Remove — lower-priority variant with no unique current or approved 90-day page target
KW-0269,custom logo neon signs for business,business_signs,/business-signs/custom-logo-neon-signs,Approved 90-Day Plan,primary,140,56,16.94,transactional_commercial,decision,KEEP,05 Intent Map,Target business/logo modifier; link to general neon product detail; high CPC $16.94.
KW-0270,3d metal signs,Storefront & Channel Letters,/products/3d-metal-neon-signs,Live Page,primary,110,12,,commercial_investigation,MOFU (Consideration),KEEP,Ubersuggest 300 Register,Mapped to an existing page with matching product or commercial intent
KW-0271,neon gamer signs,Gaming & Entertainment,,Archived / Removed,Evaluated & Archived,110,18,,commercial_investigation,MOFU (Consideration),REMOVE,Ubersuggest 300 Register,Remove — lower-priority variant with no unique current or approved 90-day page target
KW-0272,neon man cave lights,Gaming & Entertainment,,Archived / Removed,Evaluated & Archived,110,18,,commercial_investigation,MOFU (Consideration),REMOVE,Ubersuggest 300 Register,Remove — lower-priority variant with no unique current or approved 90-day page target
KW-0273,backlit sign wall surfaces and standoffs,Technical Guides & Buying Decisions,/guides/backlit-sign-wall-surfaces-and-standoffs,Live Page,primary,110,18,4.2,informational_commercial,consideration,KEEP,Backlit Cluster Implementation,Technical installation guide: diffuse vs specular wall reflection and standoff depths.
KW-0274,led gaming sign,Gaming & Entertainment,/custom-signage/gaming-neon-signs,Live Page,secondary,110,19,,commercial_investigation,MOFU (Consideration),KEEP,Ubersuggest 300 Register,Mapped to an approved 90-day landing-page cluster before content production
KW-0275,custom neon sign cost,Technical Guides & Buying Decisions,/guides/custom-business-sign-cost,Live Page,primary,110,24,,transactional_commercial,BOFU (Decision),KEEP,Ubersuggest 300 Register,Mapped to an existing page with matching product or commercial intent
KW-0276,commercial retail signs,Industry - Retail & Storefronts,/products,Live Page,secondary,110,26,,commercial_investigation,MOFU (Consideration),KEEP,Ubersuggest 300 Register,Mapped to an existing page with matching product or commercial intent
KW-0277,how much are custom neon signs,Technical Guides & Buying Decisions,/guides/custom-business-sign-cost,Live Page,secondary,110,34,,transactional_commercial,BOFU (Decision),KEEP,Ubersuggest 300 Register,Mapped to an existing page with matching product or commercial intent
KW-0278,custom acrylic signs for business,Acrylic Signs & UV Print,/products/uv-print-acrylic-signs,Live Page,secondary,110,35,,transactional_commercial,BOFU (Decision),KEEP,Ubersuggest 300 Register,Mapped to an existing page with matching product or commercial intent
KW-0279,led neon signs for business,General & Market Benchmarks,,Archived / Removed,Evaluated & Archived,110,41,,commercial_investigation,MOFU (Consideration),REMOVE,Ubersuggest 300 Register,Remove — lower-priority variant with no unique current or approved 90-day page target
KW-0280,reverse lit channel letter signs,Storefront & Channel Letters,,Archived / Removed,Evaluated & Archived,90,10,,commercial_investigation,MOFU (Consideration),REMOVE,Ubersuggest 300 Register,"Remove — sub-100 volume without stronger exact-page, intent, or competitor evidence"
KW-0281,backlit sign standoff distance,Technical Guides & Buying Decisions,/guides/backlit-sign-wall-surfaces-and-standoffs,Live Page,secondary,90,15,3.8,informational,consideration,KEEP,Backlit Cluster Implementation,Optical halo spread formula (0.5 to 1.5 inch standoffs) query.
KW-0282,barbershop led sign,Industry - Hospitality & Bars,,Archived / Removed,Evaluated & Archived,90,17,,commercial_investigation,MOFU (Consideration),REMOVE,Ubersuggest 300 Register,"Remove — sub-100 volume without stronger exact-page, intent, or competitor evidence"
KW-0283,office logo signs for wall,Technical Guides & Buying Decisions,/business-signs/custom-logo-neon-signs,Live Page,secondary,90,21,,commercial_investigation,MOFU (Consideration),KEEP,Ubersuggest 300 Register,Mapped to an existing page with matching product or commercial intent
KW-0284,how much do custom neon signs cost,Technical Guides & Buying Decisions,/guides/custom-business-sign-cost,Live Page,secondary,90,22,,transactional_commercial,BOFU (Decision),KEEP,Ubersuggest 300 Register,Mapped to an existing page with matching product or commercial intent
KW-0285,illuminated business signs,B2B Commercial & Business Signs,,Archived / Removed,Evaluated & Archived,90,22,,commercial_investigation,MOFU (Consideration),REMOVE,Ubersuggest 300 Register,"Remove — sub-100 volume without stronger exact-page, intent, or competitor evidence"
KW-0286,illuminated channel letter signs,Storefront & Channel Letters,/business-signs/channel-letter-signs,Live Page,secondary,90,22,,commercial_investigation,MOFU (Consideration),KEEP,Ubersuggest 300 Register,Mapped to an existing page with matching product or commercial intent
KW-0287,dorm room neon signs,Home Decor & Living,,Archived / Removed,Evaluated & Archived,90,23,,commercial_investigation,MOFU (Consideration),REMOVE,Ubersuggest 300 Register,"Remove — sub-100 volume without stronger exact-page, intent, or competitor evidence"
KW-0288,glow party sign,Events & Occasions,,Archived / Removed,Evaluated & Archived,90,23,,commercial_investigation,MOFU (Consideration),REMOVE,Ubersuggest 300 Register,"Remove — sub-100 volume without stronger exact-page, intent, or competitor evidence"
KW-0289,what are channel letter signs,Storefront & Channel Letters,/business-signs/channel-letter-signs,Live Page,secondary,90,24,,commercial_investigation,MOFU (Consideration),KEEP,Ubersuggest 300 Register,Mapped to an existing page with matching product or commercial intent
KW-0290,outdoor neon signs for business,General & Market Benchmarks,,Archived / Removed,Evaluated & Archived,90,26,,commercial_investigation,MOFU (Consideration),REMOVE,Ubersuggest 300 Register,"Remove — sub-100 volume without stronger exact-page, intent, or competitor evidence"
KW-0291,led neon wall art,Technical Guides & Buying Decisions,,Archived / Removed,Evaluated & Archived,90,28,,commercial_investigation,MOFU (Consideration),REMOVE,Ubersuggest 300 Register,"Remove — sub-100 volume without stronger exact-page, intent, or competitor evidence"
KW-0292,neon light home decor,Home Decor & Living,,Archived / Removed,Evaluated & Archived,90,29,,commercial_investigation,MOFU (Consideration),REMOVE,Ubersuggest 300 Register,"Remove — sub-100 volume without stronger exact-page, intent, or competitor evidence"
KW-0293,large custom neon sign,Custom LED Neon Signs,/products/custom-neon-signs,Live Page,secondary,90,30,,transactional_commercial,BOFU (Decision),KEEP,Ubersuggest 300 Register,Mapped to an existing page with matching product or commercial intent
KW-0294,custom wedding neon signs,Events & Occasions,,Archived / Removed,Evaluated & Archived,90,32,,transactional_commercial,BOFU (Decision),REMOVE,Ubersuggest 300 Register,"Remove — sub-100 volume without stronger exact-page, intent, or competitor evidence"
KW-0295,wedding light sign,Events & Occasions,,Archived / Removed,Evaluated & Archived,90,38,,commercial_investigation,MOFU (Consideration),REMOVE,Ubersuggest 300 Register,"Remove — sub-100 volume without stronger exact-page, intent, or competitor evidence"
KW-0296,backlit storefront signs,Backlit & Halo-Lit Signs,/products/ultra-thin-lightbox,Live Page,secondary,90,43,,commercial_investigation,MOFU (Consideration),KEEP,Ubersuggest 300 Register,Mapped to an existing page with matching product or commercial intent
KW-0297,custom neon wall signs,Technical Guides & Buying Decisions,,Archived / Removed,Evaluated & Archived,90,59,,transactional_commercial,BOFU (Decision),REMOVE,Ubersuggest 300 Register,"Remove — sub-100 volume without stronger exact-page, intent, or competitor evidence"
KW-0298,backlit channel letter signs,Backlit & Halo-Lit Signs,/business-signs/channel-letter-signs,Live Page,secondary,70,11,,commercial_investigation,MOFU (Consideration),KEEP,Ubersuggest 300 Register,Mapped to an existing page with matching product or commercial intent
KW-0299,halo lit sign wall reflection,Technical Guides & Buying Decisions,/guides/backlit-sign-wall-surfaces-and-standoffs,Live Page,secondary,70,14,3.5,informational,consideration,KEEP,Backlit Cluster Implementation,"Wall material reflection guide: drywall, brick, wood slat, tile, polished marble."
KW-0300,man cave signs that light up,Gaming & Entertainment,,Archived / Removed,Evaluated & Archived,70,15,,commercial_investigation,MOFU (Consideration),REMOVE,Ubersuggest 300 Register,"Remove — sub-100 volume without stronger exact-page, intent, or competitor evidence"
KW-0301,neon salon signs,Industry - Salons & Spas,,Archived / Removed,Evaluated & Archived,70,15,,commercial_investigation,MOFU (Consideration),REMOVE,Ubersuggest 300 Register,"Remove — sub-100 volume without stronger exact-page, intent, or competitor evidence"
KW-0302,neon sign for gym,Industry - Gyms & Fitness,,Archived / Removed,Evaluated & Archived,70,16,,commercial_investigation,MOFU (Consideration),REMOVE,Ubersuggest 300 Register,"Remove — sub-100 volume without stronger exact-page, intent, or competitor evidence"
KW-0303,office lobby signs,Industry - Corporate & Office,/business-signs/custom-logo-neon-signs,Live Page,secondary,70,16,,commercial_investigation,MOFU (Consideration),KEEP,Ubersuggest 300 Register,Mapped to an existing page with matching product or commercial intent
KW-0304,custom neon signs for restaurants,Industry - Restaurants & Food,,Archived / Removed,Evaluated & Archived,70,18,,transactional_commercial,BOFU (Decision),REMOVE,Ubersuggest 300 Register,"Remove — sub-100 volume without stronger exact-page, intent, or competitor evidence"
KW-0305,happy halloween neon sign,Editorial & Blog,/blog/halloween-neon-sign-ideas,Blog / Editorial,secondary,70,21,0.59,informational,awareness,KEEP,Halloween Blog Research,Suggestions endpoint.
KW-0306,led backlit letters,Backlit & Halo-Lit Signs,,Archived / Removed,Evaluated & Archived,70,22,,commercial_investigation,MOFU (Consideration),REMOVE,Ubersuggest 300 Register,"Remove — sub-100 volume without stronger exact-page, intent, or competitor evidence"
KW-0307,neon light wall art,Technical Guides & Buying Decisions,,Archived / Removed,Evaluated & Archived,70,24,,commercial_investigation,MOFU (Consideration),REMOVE,Ubersuggest 300 Register,"Remove — sub-100 volume without stronger exact-page, intent, or competitor evidence"
KW-0308,backlit reception signs,Backlit & Halo-Lit Signs,/business-signs/backlit-lobby-signs,Live Page,secondary,70,25,11.2,transactional_commercial,decision,KEEP,Backlit Cluster Implementation,Reception area corporate halo lit branding and backer-mounted signs.
KW-0309,custom acrylic logo signs,Acrylic Signs & UV Print,/business-signs/acrylic-logo-signs,Live Page,secondary,70,29,9.39,transactional_commercial,decision,KEEP,Ubersuggest 300 Register,Mapped to an existing page with matching product or commercial intent
KW-0310,custom business logo signs,Business Logo Neon Signs,/business-signs/custom-logo-neon-signs,Live Page,secondary,70,30,,transactional_commercial,BOFU (Decision),KEEP,Ubersuggest 300 Register,Mapped to an existing page with matching product or commercial intent
KW-0311,event neon signs,Events & Occasions,,Archived / Removed,Evaluated & Archived,70,45,,commercial_investigation,MOFU (Consideration),REMOVE,Ubersuggest 300 Register,"Remove — sub-100 volume without stronger exact-page, intent, or competitor evidence"
KW-0312,custom 3d metal signs,Storefront & Channel Letters,,Archived / Removed,Evaluated & Archived,50,12,,transactional_commercial,BOFU (Decision),REMOVE,Ubersuggest 300 Register,"Remove — sub-100 volume without stronger exact-page, intent, or competitor evidence"
KW-0313,custom lobby signs,Industry - Corporate & Office,/business-signs/custom-logo-neon-signs,Live Page,secondary,50,13,,transactional_commercial,BOFU (Decision),KEEP,Ubersuggest 300 Register,Mapped to an existing page with matching product or commercial intent
KW-0314,illuminated lightbox signs,Lightbox & Edge-Lit Signs,/products/ultra-thin-lightbox,Live Page,secondary,50,16,,commercial_investigation,MOFU (Consideration),KEEP,Ubersuggest 300 Register,Mapped to an existing page with matching product or commercial intent
KW-0315,storefront letters,Industry - Retail & Storefronts,,Archived / Removed,Evaluated & Archived,50,19,,commercial_investigation,MOFU (Consideration),REMOVE,Ubersuggest 300 Register,"Remove — sub-100 volume without stronger exact-page, intent, or competitor evidence"
KW-0316,illuminated restaurant signs,Industry - Restaurants & Food,,Archived / Removed,Evaluated & Archived,50,20,,commercial_investigation,MOFU (Consideration),REMOVE,Ubersuggest 300 Register,"Remove — sub-100 volume without stronger exact-page, intent, or competitor evidence"
KW-0317,acrylic light box sign,Lightbox & Edge-Lit Signs,/products/ultra-thin-lightbox,Live Page,secondary,50,21,,commercial_investigation,MOFU (Consideration),KEEP,Ubersuggest 300 Register,Mapped to an existing page with matching product or commercial intent
KW-0318,halo lit lobby signs,Backlit & Halo-Lit Signs,/business-signs/backlit-lobby-signs,Live Page,secondary,50,24,10.8,transactional_commercial,decision,KEEP,Backlit Cluster Implementation,Corporate halo illumination query for interior reception walls.
KW-0319,birthday neon sign,Events & Occasions,,Archived / Removed,Evaluated & Archived,50,28,,commercial_investigation,MOFU (Consideration),REMOVE,Ubersuggest 300 Register,"Remove — sub-100 volume without stronger exact-page, intent, or competitor evidence"
KW-0320,channel letter signs for business,Storefront & Channel Letters,,Archived / Removed,Evaluated & Archived,50,29,,commercial_investigation,MOFU (Consideration),REMOVE,Ubersuggest 300 Register,"Remove — sub-100 volume without stronger exact-page, intent, or competitor evidence"
KW-0321,custom metal letter signs,General & Market Benchmarks,/products/3d-metal-neon-signs,Live Page,secondary,50,31,,transactional_commercial,BOFU (Decision),KEEP,Ubersuggest 300 Register,Mapped to an existing page with matching product or commercial intent
KW-0322,light box sign for business,Lightbox & Edge-Lit Signs,,Archived / Removed,Evaluated & Archived,40,19,,commercial_investigation,MOFU (Consideration),REMOVE,Ubersuggest 300 Register,"Remove — sub-100 volume without stronger exact-page, intent, or competitor evidence"
KW-0323,types of channel letter signs,Storefront & Channel Letters,/business-signs/channel-letter-signs,Live Page,secondary,40,28,,commercial_investigation,MOFU (Consideration),KEEP,Ubersuggest 300 Register,Mapped to an existing page with matching product or commercial intent
KW-0324,backlit lobby signs,Backlit & Halo-Lit Signs,/business-signs/backlit-lobby-signs,Live Page,primary,40,29,12.5,transactional_commercial,decision,KEEP,Backlit Cluster Implementation,"High-value B2B corporate lobby, reception desk, and executive suite halo signage."
KW-0325,acrylic lobby signs,Acrylic Signs & UV Print,,Archived / Removed,Evaluated & Archived,40,30,,commercial_investigation,MOFU (Consideration),REMOVE,Ubersuggest 300 Register,"Remove — sub-100 volume without stronger exact-page, intent, or competitor evidence"
KW-0326,commercial light box sign,Lightbox & Edge-Lit Signs,,Archived / Removed,Evaluated & Archived,40,43,,commercial_investigation,MOFU (Consideration),REMOVE,Ubersuggest 300 Register,"Remove — sub-100 volume without stronger exact-page, intent, or competitor evidence"
KW-0327,metal building letters,General & Market Benchmarks,,Archived / Removed,Evaluated & Archived,30,13,,commercial_investigation,MOFU (Consideration),REMOVE,Ubersuggest 300 Register,"Remove — sub-100 volume without stronger exact-page, intent, or competitor evidence"
KW-0328,metal letter signs for business,General & Market Benchmarks,,Archived / Removed,Evaluated & Archived,20,36,,commercial_investigation,MOFU (Consideration),REMOVE,Ubersuggest 300 Register,"Remove — sub-100 volume without stronger exact-page, intent, or competitor evidence"
KW-0329,the glownique custom signs,brand,/,Live Page,primary,0,0,,navigational_commercial,decision,KEEP,05 Intent Map,Own exact brand plus illuminated-sign category; avoid competing with product pages.
KW-0330,custom illuminated sign types,catalog,/products,Live Page,primary,0,0,,commercial_investigation,consideration,KEEP,05 Intent Map,Keep as broad catalog; future B2B hub owns business-sign intent.
KW-0331,3D metal neon signs,catalog,/products/3d-metal-neon-signs,Live Page,primary,0,0,,transactional_commercial,decision,KEEP,05 Intent Map,Consider renaming visible terminology to channel letters after query validation.
KW-0332,ultra thin LED lightbox,catalog,/products/ultra-thin-lightbox,Live Page,primary,0,0,,transactional_commercial,decision,KEEP,05 Intent Map,Define slim edge-lit product clearly versus cabinet lightboxes.
KW-0333,custom retail storefront signs,industries,/business-signs/retail-storefronts,Live Page,primary,0,0,,commercial_investigation,consideration,KEEP,05 Intent Map,"National supply not local installation. Slug unchanged: no head-term data yet, so do not rename on guesswork. Validate before build."
KW-0334,trade show booth signs,industries,/business-signs/trade-show-signs,Live Page,primary,0,0,,commercial_investigation,consideration,KEEP,05 Intent Map,Renamed from events-trade-shows and deliberately KEPT in the B2B cluster: exhibitor intent is commercial and must not be merged with consumer party queries under custom-signage. Do not promise rush delivery without operations approval.
KW-0335,home decor neon signs,custom_signage,/custom-signage/home-decor-signs,Live Page,primary,0,0,,transactional_commercial,decision,KEEP,05 Intent Map,Competitor proof only: customneon man-cave-garage earns 553 visits/mo and yellowpop neons-for-bedroom earns 1674 visits/mo. Validate own head terms before build.
KW-0336,custom business sign cost,buying_guides,/guides/custom-business-sign-cost,Approved 90-Day Plan,primary,0,0,,informational_commercial,consideration,KEEP,05 Intent Map,No price published until owner approves exact basis and date.
KW-0337,channel letter sign cost,buying_guides,/guides/channel-letter-sign-cost,Approved 90-Day Plan,primary,0,0,,informational_commercial,consideration,KEEP,05 Intent Map,Use real quotes/projects as examples with permission.
KW-0338,front lit vs halo lit channel letters,buying_guides,/guides/front-lit-vs-halo-lit-vs-dual-lit,Approved 90-Day Plan,primary,0,0,,comparison,consideration,KEEP,05 Intent Map,High-value visual link asset.
KW-0339,lightbox vs channel letters,buying_guides,/guides/lightbox-vs-channel-letters,Approved 90-Day Plan,primary,0,0,,comparison,consideration,KEEP,05 Intent Map,Keep balanced; page must help choose rather than self-promote.
KW-0340,indoor vs outdoor illuminated signs,buying_guides,/guides/indoor-vs-outdoor-illuminated-signs,Approved 90-Day Plan,primary,0,0,,informational_commercial,consideration,KEEP,05 Intent Map,Do not equate IP67 components with entire installed system without proof.
KW-0341,business sign size guide,buying_guides,/guides/sign-size-viewing-distance,Approved 90-Day Plan,primary,0,0,,informational_commercial,consideration,KEEP,05 Intent Map,Strong linkable asset; document formula limitations.
KW-0342,business sign installation requirements,buying_guides,/guides/sign-installation-electrical-permits,Approved 90-Day Plan,primary,0,0,,informational_commercial,consideration,KEEP,05 Intent Map,Not legal/electrical advice; national guidance must remain general.
KW-0343,how to choose a business sign,buying_guides,/guides/choose-business-sign-type,Approved 90-Day Plan,primary,0,0,,informational_commercial,awareness_consideration,KEEP,05 Intent Map,Routes readers to one commercial page without cannibalizing it.
KW-0344,custom business sign projects,proof,/projects,Approved 90-Day Plan,primary,0,0,,commercial_investigation,consideration,KEEP,05 Intent Map,Do not launch empty or with thin cards.
KW-0345,custom {sign type} project for {industry},proof,/projects/{descriptive-project-slug},Approved 90-Day Plan,primary,0,0,,commercial_investigation,decision,KEEP,05 Intent Map,Never force city keywords; use location only when materially relevant and permitted.
KW-0346,how custom illuminated signs are made,proof,/how-we-make-illuminated-signs,Approved 90-Day Plan,primary,0,0,,informational_trust,consideration,KEEP,05 Intent Map,First-party manufacturing evidence; accurately state where work occurs.
KW-0347,illuminated sign materials,proof,/guides/illuminated-sign-materials-lighting,Approved 90-Day Plan,primary,0,0,,informational,awareness_consideration,KEEP,05 Intent Map,Source performance claims; no blanket lifespan assertions.
KW-0348,custom sign quality control,proof,/quality-control-warranty,Approved 90-Day Plan,primary,0,0,,commercial_trust,decision,KEEP,05 Intent Map,Must match /returns and Etsy policy.
KW-0349,the glownique reviews,proof,/reviews,Approved 90-Day Plan,primary,0,0,,navigational_trust,decision,KEEP,05 Intent Map,Launch only when review sourcing and canonical Etsy shop URL are current; no self-serving aggregate rating markup.
KW-0350,ghost neon sign,Editorial & Blog,/blog/halloween-neon-sign-ideas,Blog / Editorial,semantic_support,0,0,,informational,awareness,KEEP,Halloween Blog Research,Used descriptively; further suggestions were blocked by daily quota.
KW-0351,pumpkin neon sign,Editorial & Blog,/blog/halloween-neon-sign-ideas,Blog / Editorial,semantic_support,0,0,,informational,awareness,KEEP,Halloween Blog Research,No metrics obtained; article uses pumpkin outline naturally.
KW-0352,halloween coffee bar decor,Editorial & Blog,/blog/halloween-neon-sign-ideas,Blog / Editorial,semantic_support,0,0,,informational,awareness,KEEP,Halloween Blog Research,"Editorial phrase, not a measured trend."
KW-0353,halloween neon sign ideas,Editorial & Blog,/blog/halloween-neon-sign-ideas,Blog / Editorial,editorial_primary,0,4,,informational,awareness,KEEP,Halloween Blog Research,Overview returned zero volume; no monthly history or intent. Not proof of no searches or easy rankings.
